columna,columna_1,"CUADRO 4  -  Defunciones por grupos de edad y sexo, según departamento, municipio y área de residencia",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49,columna_50,columna_51,columna_52,columna_53,columna_54,columna_55,columna_56,columna_57,columna_58,columna_59,columna_60,columna_61,columna_62,columna_63,columna_64,columna_65,columna_66,columna_67,columna_68,columna_69,columna_70,columna_71,columna_72,columna_73,columna_74,columna_75,columna_76,columna_77,columna_78,columna_79,columna_80,columna_81,columna_82,columna_83,columna_84,columna_85,columna_86,columna_87,columna_88,columna_89,columna_90,columna_91,columna_92,columna_93,columna_94,columna_95,columna_96,columna_97,año,tipo,hoja_origen
41.0,41503.0,,,Centro poblado,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41503.0,,,Rural disperso,39,25,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,1,0,6,1,0,1,3,0,5,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41503.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41518.0,,41518 Paicol,TOTAL,41,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,2,0,4,0,0,5,2,0,4,0,0,3,3,0,5,1,0,1,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41518.0,,,Cabecera municipal,24,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,2,0,2,0,0,2,1,0,0,0,0,2,1,0,5,1,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41518.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41518.0,,,Rural disperso,17,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,1,0,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41518.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41524.0,,41524 Palermo,TOTAL,177,109,68,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,4,0,0,3,0,0,6,1,0,2,1,0,3,4,0,3,2,0,5,6,0,9,4,0,11,5,0,10,5,0,12,10,0,7,10,0,12,6,0,9,8,0,4,3,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41524.0,,,Cabecera municipal,103,62,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,0,1,3,0,1,2,0,4,4,0,5,2,0,7,4,0,5,3,0,5,7,0,4,4,0,9,4,0,7,5,0,3,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41524.0,,,Centro poblado,25,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,2,0,1,2,0,1,3,0,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41524.0,,,Rural disperso,49,36,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,2,1,0,2,0,0,0,1,0,3,1,0,3,1,0,5,0,0,6,1,0,2,3,0,1,1,0,1,2,0,1,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41524.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41530.0,,41530 Palestina,TOTAL,54,28,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,2,0,0,1,0,5,0,0,4,2,0,2,2,0,4,3,0,5,3,0,2,1,0,1,6,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41530.0,,,Cabecera municipal,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41530.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41530.0,,,Rural disperso,41,21,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,0,1,0,3,0,0,4,2,0,2,2,0,2,1,0,5,3,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41530.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41548.0,,41548 Pital,TOTAL,72,44,28,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,2,1,0,1,1,0,1,1,0,2,1,0,6,3,0,2,3,0,6,1,0,7,4,0,7,3,0,2,4,0,2,1,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41548.0,,,Cabecera municipal,41,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,2,0,0,3,0,4,0,0,5,4,0,4,2,0,1,2,0,2,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41548.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41548.0,,,Rural disperso,31,23,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,1,0,2,1,0,2,0,0,2,1,0,2,0,0,3,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41548.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41551.0,,41551 Pitalito,TOTAL,796,458,338,0,1,1,0,0,2,0,3,2,0,2,2,0,0,0,0,2,1,0,0,0,0,1,2,0,0,3,0,2,0,0,3,0,0,11,1,0,20,6,0,15,4,0,16,3,0,21,9,0,15,7,0,15,9,0,13,13,0,26,14,0,36,22,0,37,21,0,39,38,0,43,37,0,46,46,0,45,52,0,31,29,0,11,11,0,4,3,0,0,0,0,2022,defunciones,Cuadro4
41.0,41551.0,,,Cabecera municipal,484,264,220,0,1,1,0,0,1,0,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,6,1,0,12,4,0,7,4,0,10,2,0,12,7,0,6,4,0,9,4,0,6,9,0,16,8,0,22,11,0,27,15,0,24,23,0,24,25,0,26,30,0,26,36,0,14,20,0,7,8,0,4,1,0,0,0,0,2022,defunciones,Cuadro4
41.0,41551.0,,,Centro poblado,68,41,27,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,3,0,0,0,0,0,4,1,0,0,1,0,0,0,0,2,1,0,4,1,0,1,3,0,2,1,0,5,3,0,5,6,0,2,1,0,1,2,0,5,3,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41551.0,,,Rural disperso,238,148,90,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,4,0,0,4,0,0,4,0,0,6,1,0,4,1,0,8,2,0,6,5,0,5,3,0,6,5,0,13,8,0,8,5,0,10,12,0,14,6,0,18,15,0,18,14,0,12,6,0,3,2,0,0,2,0,0,0,0,2022,defunciones,Cuadro4
41.0,41551.0,,,Sin información,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41615.0,,41615 Rivera,TOTAL,145,84,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,7,0,0,2,3,0,1,0,0,1,3,0,2,0,0,3,2,0,2,3,0,6,4,0,7,6,0,9,5,0,6,6,0,14,7,0,12,5,0,5,8,0,0,6,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
41.0,41615.0,,,Cabecera municipal,93,54,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,1,3,0,1,0,0,1,2,0,0,0,0,2,2,0,1,0,0,2,4,0,5,6,0,5,3,0,6,2,0,10,4,0,7,2,0,4,6,0,0,3,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
41.0,41615.0,,,Centro poblado,32,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,2,0,0,3,0,1,3,0,3,3,0,0,2,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41615.0,,,Rural disperso,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41615.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41660.0,,41660 Saladoblanco,TOTAL,54,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,2,3,0,4,2,0,2,1,0,6,2,0,3,4,0,2,2,0,1,3,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41660.0,,,Cabecera municipal,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,1,0,1,0,0,3,1,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41660.0,,,Centro poblado,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41660.0,,,Rural disperso,29,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,1,0,1,1,0,3,1,0,3,1,0,2,0,0,0,1,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41660.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41668.0,,41668 San Agustín,TOTAL,190,110,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,4,1,0,3,1,0,2,3,0,1,0,0,7,1,0,5,1,0,3,3,0,10,4,0,8,2,0,5,4,0,12,10,0,5,13,0,14,12,0,17,12,0,9,7,0,1,3,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
41.0,41668.0,,,Cabecera municipal,77,46,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,1,0,0,0,0,3,1,0,1,0,0,2,0,0,4,3,0,4,2,0,0,3,0,4,2,0,1,6,0,6,6,0,9,5,0,6,1,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41668.0,,,Centro poblado,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41668.0,,,Rural disperso,95,55,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,2,0,1,0,0,4,0,0,3,1,0,1,2,0,4,1,0,4,0,0,5,1,0,7,6,0,3,6,0,8,4,0,6,6,0,3,4,0,0,2,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
41.0,41668.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41676.0,,41676 Santa María,TOTAL,58,43,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2,1,0,1,0,0,1,0,0,2,0,0,3,2,0,1,0,0,3,0,0,2,1,0,5,1,0,5,3,0,3,2,0,8,4,0,1,1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41676.0,,,Cabecera municipal,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41676.0,,,Centro poblado,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41676.0,,,Rural disperso,41,32,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,0,2,0,0,4,1,0,2,3,0,3,1,0,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41676.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41770.0,,41770 Suaza,TOTAL,110,75,35,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,1,0,8,1,0,4,1,0,3,0,0,0,0,0,1,0,0,3,0,0,2,2,0,2,0,0,3,0,0,7,3,0,7,7,0,6,4,0,7,4,0,5,3,0,6,3,0,2,2,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
41.0,41770.0,,,Cabecera municipal,29,21,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,2,0,2,2,0,3,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41770.0,,,Centro poblado,17,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,2,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41770.0,,,Rural disperso,64,46,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,1,0,4,1,0,2,1,0,3,0,0,0,0,0,1,0,0,2,0,0,1,2,0,0,0,0,3,0,0,5,2,0,4,4,0,2,2,0,3,1,0,3,1,0,4,0,0,1,0,0,0,1,0,0,0,0,2022,defunciones,Cuadro4
41.0,41770.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41791.0,,41791 Tarqui,TOTAL,101,58,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,2,0,0,1,1,0,3,1,0,1,0,0,4,0,0,2,1,0,1,1,0,1,0,0,3,0,0,3,0,0,4,0,0,2,1,0,4,2,0,5,2,0,6,4,0,5,9,0,5,13,0,2,5,0,0,1,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41791.0,,,Cabecera municipal,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,1,0,1,0,0,2,2,0,2,0,0,2,6,0,3,7,0,0,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41791.0,,,Centro poblado,27,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,3,2,0,1,2,0,2,4,0,2,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41791.0,,,Rural disperso,34,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,2,0,2,0,0,1,2,0,2,1,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41791.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41797.0,,41797 Tesalia,TOTAL,65,34,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,0,2,2,0,1,5,0,3,2,0,3,3,0,4,6,0,2,5,0,4,3,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
41.0,41797.0,,,Cabecera municipal,41,22,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,1,3,0,2,1,0,1,2,0,3,5,0,1,3,0,4,0,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro4
