,Departamento de residencia | Grupos de causas de defunción (Lista Colombia 105 para la tabulación de mortalidad),,TOTAL,Total,,,Menor 1 hora,,,De 1 a 23 horas,,,De 1 a 6 días,,,De 7 a 27 dias,,,De 28 a 29 días,,,De 1 a 5 meses,,,De 6 a 11 meses,,,De 1 año,,,De 2 a 4 años,,,De 5 a 9 años,,,De 10 a 14 años,,,De 15 a 19 años,,,De 20 a 24 años,,,De 25 a 29 años,,,De 30 a 34 años,,,De 35 a 39 años,,,De 40 a 44 años,,,De 45 a 49 años,,,De 50 a 54 años,,,De 55 a 59 años,,,De 60 a 64 años,,,De 65 a 69 años,,,De 70 a 74 años,,,De 75 a 79 años,,,De 80 a 84 años,,,De 85 a 89 años,,,De 90 a 94 años,,,De 95 a 99 años,,,De 100 años y más,,,Edad desconocida,,,2025,defunciones,Cuadro12
,,,,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,Hombres,Mujeres,Indeterminado,2025,defunciones,Cuadro12
8.0,,"021 Todos los demás tumores malignos de los órganos respiratorios e intratorácicos, excepto tráquea, bronquios y pulmón",9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,022 Tumor maligno de los huesos y de los cartílagos articulares,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,023 Melanoma y otros tumores malignos de la piel,35,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,2,1,0,4,2,0,2,1,0,1,2,0,5,1,0,1,3,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,024 Tumor maligno de la mama de la mujer,137,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,6,0,0,9,0,0,15,0,0,26,0,0,14,0,0,10,0,0,11,0,0,15,0,0,7,0,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,025 Tumor maligno del cuello del útero,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,8,0,0,4,0,0,9,0,0,5,0,0,11,0,0,8,0,0,1,0,0,5,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,026 Tumor maligno de otras partes del útero,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,4,0,0,3,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,027 Tumor maligno del ovario,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,3,0,0,4,0,0,2,0,0,9,0,0,5,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,028 Tumor maligno de la próstata,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,13,0,0,18,0,0,22,0,0,27,0,0,15,0,0,9,0,0,4,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,029 Tumor maligno de la vejiga urinaria,23,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,4,1,0,3,0,0,1,2,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,030 Todos los demás tumores malignos de los órganos urinarios,28,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,1,0,6,1,0,4,2,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"031 Tumor maligno del encéfalo, del ojo y de otras partes del sistema nervioso central",44,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,4,0,0,0,1,0,1,0,0,6,5,0,6,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,032 Tumor maligno del tiroides y de otras glándulas endocrinas,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,033 Tumores malignos de sitios mal definidos y secundarios,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,034 Tumor maligno de sitios no especificados,35,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,4,0,3,2,0,6,4,0,3,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,035 Leucemia,74,49,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,1,0,2,0,0,1,0,0,0,1,0,0,1,0,2,1,0,4,2,0,5,1,0,6,1,0,2,3,0,7,1,0,1,3,0,1,3,0,8,2,0,3,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"036 Todos los demás tumores malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",81,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,2,0,2,1,0,2,2,0,3,5,0,9,1,0,6,9,0,10,6,0,7,2,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"037 Tumores: in situ, benignos y de comportamiento incierto o desconocido y los no especificados",154,75,79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,0,0,1,0,3,8,0,0,3,0,7,2,0,6,8,0,11,6,0,13,6,0,15,11,0,9,9,0,5,15,0,2,3,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,038 Todos los demás tumores malignos de otras localizaciones,32,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,0,1,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,2,0,5,1,0,1,1,0,1,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"039 Anemias: nutricionales, hemolíticas, aplásticas y otras",26,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,2,0,1,3,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"040 Defectos de coagulación, púrpura y otras afecciones hemorrágicas y de la sangre y los trastornos que afectan la inmunidad",27,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,2,0,0,0,0,2,2,0,0,3,0,1,2,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,041 Diabetes mellitus,288,131,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,1,0,1,2,0,2,2,0,8,2,0,7,4,0,13,12,0,11,7,0,10,17,0,15,22,0,18,22,0,14,21,0,18,21,0,8,20,0,1,3,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,042 Deficiencias nutricionales,96,45,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,0,2,4,0,6,2,0,8,8,0,4,5,0,6,8,0,7,6,0,3,9,0,2,2,0,0,0,0,2025,defunciones,Cuadro12
8.0,,043 Todas las demás enfermedades endocrinas y nutricionales,64,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,2,2,0,0,2,0,1,0,0,3,2,0,2,1,0,4,3,0,4,4,0,3,5,0,3,7,0,2,3,0,0,3,0,0,1,0,0,0,0,2025,defunciones,Cuadro12
8.0,,044 Trastornos mentales y del comportamiento,33,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,3,5,0,1,5,0,2,5,0,0,1,0,0,0,0,2025,defunciones,Cuadro12
8.0,,045 Meningitis y otras enfermedades inflamatorias del sistema nervioso central,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,046 Epilepsia y otros trastornos episódicos y paroxísticos,27,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,2,0,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,047 Todas las demás enfermedades del sistema nervioso,304,125,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,1,0,0,0,2,0,1,2,0,0,1,0,0,1,0,2,1,0,3,1,0,3,2,0,5,1,0,1,4,0,5,2,0,9,9,0,16,21,0,17,23,0,17,31,0,25,39,0,12,20,0,2,15,0,2,2,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"048 Enfermedades del ojo y sus anexos, del oído y de la apófisis mastoides",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,049 Fiebre reumática aguda y enfermedades cardíacas reumáticas crónicas,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,050 Enfermedades hipertensivas,311,147,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,2,0,3,1,0,4,3,0,7,5,0,10,14,0,12,9,0,17,11,0,17,14,0,23,30,0,19,24,0,20,31,0,7,13,0,1,7,0,0,0,0,2025,defunciones,Cuadro12
8.0,,051 Enfermedades isquémicas del corazón,1380,744,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,4,0,3,0,0,7,4,0,13,2,0,12,7,0,27,13,0,59,19,0,56,26,0,86,47,0,98,56,0,103,76,0,89,100,0,96,108,0,55,108,0,21,46,0,14,19,0,0,0,0,2025,defunciones,Cuadro12
8.0,,052 Enfermedad cardiopulmonar y enfermedades de la circulación pulmonar,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,0,1,0,2,1,0,3,0,0,1,1,0,1,2,0,1,0,0,1,4,0,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,053 Todas las demás formas de enfermedad del corazón,141,71,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,3,0,0,0,1,0,1,0,0,0,0,0,1,2,0,2,2,0,5,0,0,7,7,0,9,2,0,5,9,0,7,15,0,14,10,0,8,7,0,4,8,0,2,1,0,0,1,0,0,0,0,2025,defunciones,Cuadro12
8.0,,054 Insuficiencia cardíaca,75,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,4,1,0,1,2,0,4,3,0,5,5,0,4,5,0,5,5,0,6,9,0,3,4,0,1,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,055 Enfermedades cerebrovasculares,621,302,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,2,3,0,4,2,0,8,4,0,13,11,0,20,13,0,19,18,0,26,30,0,48,25,0,52,47,0,46,50,0,31,48,0,24,41,0,6,22,0,1,1,0,0,0,0,2025,defunciones,Cuadro12
8.0,,056 Aterosclerosis,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,057 Aneurisma aórtico,54,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,3,2,0,3,2,0,5,1,0,3,2,0,2,7,0,2,5,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,058 Enfermedades de los vasos sanguíneos y otras enfermedades del sistema circulatorio,41,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,2,2,0,1,2,0,1,4,0,3,2,0,3,2,0,1,5,0,1,2,0,1,3,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,059 Neumonía,556,282,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,3,0,4,1,0,3,1,0,5,7,0,2,4,0,7,5,0,9,3,0,12,7,0,23,14,0,26,22,0,37,23,0,40,35,0,34,34,0,38,51,0,20,34,0,14,21,0,3,4,0,0,0,0,2025,defunciones,Cuadro12
8.0,,060 Enfermedades crónicas de las vías respiratorias inferiores,350,179,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,1,1,0,7,6,0,12,9,0,25,8,0,28,18,0,29,25,0,26,34,0,32,39,0,15,19,0,1,6,0,0,0,0,2025,defunciones,Cuadro12
8.0,,061 Enfermedades del pulmón debidas a agentes externos,40,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,2,1,0,1,1,0,2,2,0,4,3,0,2,6,0,4,5,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,062 Todas las demás enfermedades del sistema respiratorio,128,63,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,5,2,0,1,3,0,2,3,0,3,4,0,6,3,0,10,3,0,4,8,0,9,8,0,6,10,0,6,8,0,3,5,0,4,3,0,1,1,0,0,0,0,2025,defunciones,Cuadro12
8.0,,063 Úlcera,24,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,3,2,0,2,0,0,3,3,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,064 Enfermedades del esófago y otras enfermedades del estómago y del duodeno,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,1,0,1,2,0,3,1,0,0,1,0,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"065 Enfermedades del apéndice, hernia y obstrucción intestinal",93,54,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,2,1,0,2,1,0,4,0,0,1,1,0,7,2,0,6,3,0,8,5,0,8,3,0,6,12,0,4,3,0,1,3,0,1,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,066 Enfermedades del hígado,114,52,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,1,0,0,1,0,2,1,0,6,5,0,7,5,0,11,10,0,8,13,0,8,6,0,2,8,0,0,7,0,1,3,0,2,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"067 Trastornos de la vesícula biliar, de las vías biliares y del páncreas",61,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,3,0,0,1,0,0,0,0,4,1,0,2,1,0,4,4,0,6,3,0,6,2,0,1,7,0,2,2,0,1,1,0,0,3,0,0,1,0,0,0,0,2025,defunciones,Cuadro12
8.0,,"068 Enteritis, colitis no infecciosa y otras enfermedades de los intestinos",50,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,3,0,1,2,0,2,1,0,1,6,0,2,4,0,3,6,0,2,5,0,1,2,0,0,2,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,069 Enfermedades del peritoneo y todas las demás enfermedades del sistema digestivo,42,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,1,0,0,1,0,1,1,0,3,3,0,3,4,0,6,3,0,0,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,070 Hemorragia gastrointestinal,64,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,2,2,0,9,6,0,3,5,0,1,5,0,4,5,0,1,7,0,1,2,0,1,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,071 Enfermedades de la piel y del tejido subcutáneo,136,49,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,2,0,2,2,0,9,10,0,6,4,0,5,2,0,3,15,0,9,13,0,6,14,0,2,17,0,1,4,0,0,1,0,0,0,0,2025,defunciones,Cuadro12
8.0,,072 Enfermedades del sistema osteomuscular y del tejido conjuntivo,70,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,1,1,0,1,0,0,1,1,0,2,1,0,1,1,0,1,4,0,0,4,0,1,4,0,7,2,0,3,4,0,2,5,0,1,5,0,2,7,0,1,1,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,073 Enfermedades glomerulares y tubulointersticiales,23,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,1,0,0,4,0,1,3,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
8.0,,074 Insuficiencia renal,111,63,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,8,3,0,6,6,0,5,5,0,7,4,0,9,5,0,13,11,0,7,6,0,0,1,0,0,1,0,0,0,0,2025,defunciones,Cuadro12
8.0,,075 Todas las demás enfermedades del sistema urinario,110,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,4,4,0,2,2,0,3,1,0,7,7,0,6,12,0,9,6,0,9,6,0,8,7,0,1,5,0,0,2,0,0,0,0,2025,defunciones,Cuadro12
8.0,,076 Hiperplasia de la próstata,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,3,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2025,defunciones,Cuadro12
