columna,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnica del nacido vivo",columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,año,tipo,hoja_origen,cuadro,"CUADRO 11 - Nacimientos por área y sexo, según departamento de residencia de la madre y pertenencia étnico-racial del nacido vivo"
86.0,,Total,1957,1006,951,0,552,503,0,47,46,0,407,402,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,86 Putumayo
86.0,,Indígena,321,149,172,0,47,63,0,5,10,0,97,99,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
86.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
86.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
86.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
86.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",28,15,13,0,8,10,0,4,1,0,3,2,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
86.0,,Ninguno de las anteriores,1608,842,766,0,497,430,0,38,35,0,307,301,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
86.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
88.0,,Total,309,166,143,0,134,122,0,11,3,0,21,18,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,88 Archipiélago de San Andrés y Providencia
88.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
88.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
88.0,,Raizal del archipiélago de San Andrés y Providencia,105,60,45,0,43,41,0,9,1,0,8,3,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
88.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
88.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",61,30,31,0,27,26,0,1,0,0,2,5,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
88.0,,Ninguno de las anteriores,143,76,67,0,64,55,0,1,2,0,11,10,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
88.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
91.0,,Total,380,203,176,1,109,102,0,41,34,0,53,40,1,0,0,0,2025,nacimientos,Cuadro11,cuadro11,91 Amazonas
91.0,,Indígena,238,131,106,1,47,44,0,37,30,0,47,32,1,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
91.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
91.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
91.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
91.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
91.0,,Ninguno de las anteriores,142,72,70,0,62,58,0,4,4,0,6,8,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
91.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
94.0,,Total,425,224,201,0,82,93,0,14,13,0,128,95,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,94 Guainía
94.0,,Indígena,373,202,171,0,65,69,0,12,12,0,125,90,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
94.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
94.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
94.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
94.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
94.0,,Ninguno de las anteriores,51,21,30,0,16,24,0,2,1,0,3,5,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
94.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
95.0,,Total,552,286,266,0,159,132,0,17,9,0,110,125,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,95 Guaviare
95.0,,Indígena,89,43,46,0,10,8,0,2,3,0,31,35,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
95.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
95.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
95.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
95.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",4,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
95.0,,Ninguno de las anteriores,459,240,219,0,146,123,0,15,6,0,79,90,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
95.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
97.0,,Total,259,127,132,0,28,35,0,2,1,0,97,96,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,97 Vaupés
97.0,,Indígena,227,111,116,0,19,24,0,2,1,0,90,91,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
97.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
97.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
97.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
97.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
97.0,,Ninguno de las anteriores,32,16,16,0,9,11,0,0,0,0,7,5,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
97.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
99.0,,Total,670,345,325,0,131,119,0,15,11,0,199,195,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,99 Vichada
99.0,,Indígena,466,237,229,0,47,50,0,7,3,0,183,176,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
99.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
99.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
99.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
99.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
99.0,,Ninguno de las anteriores,203,107,96,0,83,69,0,8,8,0,16,19,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
99.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
75.0,,Total,1314,691,623,0,0,0,0,0,0,0,0,0,0,691,623,0,2025,nacimientos,Cuadro11,cuadro11,Extranjero
75.0,,Indígena,313,164,149,0,0,0,0,0,0,0,0,0,0,164,149,0,2025,nacimientos,Cuadro11,cuadro11,
75.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
75.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
75.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
75.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",9,4,5,0,0,0,0,0,0,0,0,0,0,4,5,0,2025,nacimientos,Cuadro11,cuadro11,
75.0,,Ninguno de las anteriores,992,523,469,0,0,0,0,0,0,0,0,0,0,523,469,0,2025,nacimientos,Cuadro11,cuadro11,
75.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
1.0,,Total,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,nacimientos,Cuadro11,cuadro11,Sin Información
1.0,,Indígena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
1.0,,Rom (Gitano),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
1.0,,Raizal del archipiélago de San Andrés y Providencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
1.0,,Palenquero de San Basilio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
1.0,,"Negro(a), mulato(a), afrocolombiano(a) o afrodescendiente",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
1.0,,Ninguno de las anteriores,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2025,nacimientos,Cuadro11,cuadro11,
1.0,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,nacimientos,Cuadro11,cuadro11,
,,,,,,,,,,,,,,,,,,,2025,nacimientos,Cuadro11,cuadro11,Fuente: DANE - Estadísticas Vitales
,,,,,,,,,,,,,,,,,,,2025,nacimientos,Cuadro11,cuadro11,Fecha de actualización: 25 de septiembre de 2025
