columna,columna_1,"CUADRO 3 - Defunciones por grupos de edad y sexo, según departamento, municipio y área donde ocurrió la defunción",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,año,tipo,hoja_origen,cuadro
5.0,5113.0,,,Rural disperso,28,22,6,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,8,2,0,3,3,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5113.0,,,Sin información,3,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5120.0,,05120 Cáceres,TOTAL,78,61,17,0,0,0,0,0,0,0,0,0,0,30,3,0,14,1,0,11,9,0,6,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5120.0,,,Cabecera municipal,20,12,8,0,0,0,0,0,0,0,0,0,0,5,1,0,5,0,0,1,5,0,1,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5120.0,,,Centro poblado,34,27,7,0,0,0,0,0,0,0,0,0,0,11,0,0,2,1,0,9,4,0,5,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5120.0,,,Rural disperso,22,20,2,0,0,0,0,0,0,0,0,0,0,13,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5120.0,,,Sin información,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5125.0,,05125 Caicedo,TOTAL,23,16,7,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,8,2,0,4,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5125.0,,,Cabecera municipal,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5125.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5125.0,,,Rural disperso,21,15,6,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,8,2,0,3,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5125.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5129.0,,05129 Caldas,TOTAL,384,227,157,0,0,0,0,0,0,0,1,1,0,44,7,0,44,23,0,95,64,0,42,60,0,1,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5129.0,,,Cabecera municipal,307,173,134,0,0,0,0,0,0,0,1,1,0,28,4,0,33,16,0,76,55,0,34,56,0,1,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5129.0,,,Centro poblado,10,7,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,3,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5129.0,,,Rural disperso,55,42,13,0,0,0,0,0,0,0,0,0,0,14,2,0,9,4,0,15,5,0,4,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5129.0,,,Sin información,12,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,3,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5134.0,,05134 Campamento,TOTAL,27,21,6,0,0,0,0,0,0,0,0,0,0,5,2,0,7,0,0,8,3,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5134.0,,,Cabecera municipal,10,6,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5134.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5134.0,,,Rural disperso,17,15,2,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,2,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5134.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5138.0,,05138 Cañasgordas,TOTAL,72,45,27,0,0,1,0,0,0,0,0,1,0,11,3,0,11,3,0,9,7,0,12,10,0,2,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5138.0,,,Cabecera municipal,36,25,11,0,0,0,0,0,0,0,0,0,0,3,0,0,6,2,0,7,2,0,7,6,0,2,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5138.0,,,Centro poblado,6,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5138.0,,,Rural disperso,30,16,14,0,0,1,0,0,0,0,0,1,0,7,2,0,3,1,0,1,4,0,5,4,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5138.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5142.0,,05142 Caracolí,TOTAL,23,15,8,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,7,1,0,3,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5142.0,,,Cabecera municipal,18,11,7,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,5,1,0,3,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5142.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5142.0,,,Rural disperso,5,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5142.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5145.0,,05145 Caramanta,TOTAL,27,17,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,8,7,0,4,2,0,0,0,0,1,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5145.0,,,Cabecera municipal,19,13,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,5,0,4,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5145.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5145.0,,,Rural disperso,6,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5145.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5147.0,,05147 Carepa,TOTAL,100,68,32,0,1,0,0,0,1,0,1,1,0,21,4,0,11,6,0,22,12,0,11,8,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5147.0,,,Cabecera municipal,82,54,28,0,1,0,0,0,0,0,1,1,0,12,2,0,9,5,0,21,12,0,9,8,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5147.0,,,Centro poblado,6,5,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5147.0,,,Rural disperso,11,9,2,0,0,0,0,0,1,0,0,0,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5147.0,,,Sin información,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5148.0,,05148 El Carmen de Viboral,TOTAL,140,82,58,0,0,0,0,0,0,0,0,1,0,22,6,0,16,8,0,32,16,0,12,26,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5148.0,,,Cabecera municipal,90,55,35,0,0,0,0,0,0,0,0,1,0,14,1,0,5,5,0,25,12,0,11,15,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5148.0,,,Centro poblado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5148.0,,,Rural disperso,49,27,22,0,0,0,0,0,0,0,0,0,0,8,5,0,11,3,0,7,4,0,1,10,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5148.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5150.0,,05150 Carolina,TOTAL,19,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,7,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5150.0,,,Cabecera municipal,19,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,7,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5150.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5150.0,,,Rural disperso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5150.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5154.0,,05154 Caucasia,TOTAL,423,253,170,0,17,12,0,1,1,0,4,2,0,77,19,0,40,21,0,70,60,0,41,53,0,3,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5154.0,,,Cabecera municipal,373,214,159,0,16,12,0,1,0,0,3,2,0,59,18,0,31,20,0,64,57,0,37,48,0,3,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5154.0,,,Centro poblado,10,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,1,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5154.0,,,Rural disperso,40,34,6,0,1,0,0,0,1,0,1,0,0,15,1,0,9,0,0,5,2,0,3,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5154.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5172.0,,05172 Chigorodó,TOTAL,213,140,73,0,13,9,0,2,1,0,0,0,0,44,11,0,22,9,0,44,26,0,15,17,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5172.0,,,Cabecera municipal,144,85,59,0,12,8,0,0,1,0,0,0,0,16,6,0,15,4,0,31,24,0,11,16,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5172.0,,,Centro poblado,8,5,3,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5172.0,,,Rural disperso,60,50,10,0,1,1,0,2,0,0,0,0,0,26,3,0,6,4,0,12,1,0,3,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5172.0,,,Sin información,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5190.0,,05190 Cisneros,TOTAL,69,47,22,0,0,0,0,0,0,0,0,1,0,14,2,0,7,3,0,19,7,0,7,9,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5190.0,,,Cabecera municipal,51,32,19,0,0,0,0,0,0,0,0,0,0,5,2,0,5,2,0,16,7,0,6,8,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5190.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5190.0,,,Rural disperso,13,11,2,0,0,0,0,0,0,0,0,1,0,7,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5190.0,,,Sin información,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5197.0,,05197 Cocorná,TOTAL,88,54,34,0,0,1,0,0,0,0,1,0,0,15,2,0,14,5,0,15,14,0,8,11,0,1,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5197.0,,,Cabecera municipal,40,21,19,0,0,0,0,0,0,0,0,0,0,2,1,0,6,2,0,7,7,0,5,8,0,1,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5197.0,,,Centro poblado,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5197.0,,,Rural disperso,47,32,15,0,0,1,0,0,0,0,1,0,0,13,1,0,8,3,0,8,7,0,2,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5197.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5206.0,,05206 Concepción,TOTAL,21,13,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,4,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5206.0,,,Cabecera municipal,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,4,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5206.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5206.0,,,Rural disperso,7,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5206.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5209.0,,05209 Concordia,TOTAL,87,51,36,0,0,0,0,0,0,0,0,0,0,8,1,0,15,3,0,17,16,0,11,15,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5209.0,,,Cabecera municipal,48,23,25,0,0,0,0,0,0,0,0,0,0,2,0,0,7,2,0,8,13,0,6,9,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5209.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5209.0,,,Rural disperso,38,27,11,0,0,0,0,0,0,0,0,0,0,6,1,0,8,1,0,8,3,0,5,6,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5209.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5212.0,,05212 Copacabana,TOTAL,254,151,103,0,1,0,0,0,0,0,0,0,0,37,7,0,27,12,0,58,44,0,27,40,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5212.0,,,Cabecera municipal,195,109,86,0,1,0,0,0,0,0,0,0,0,19,5,0,22,10,0,43,35,0,24,36,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5212.0,,,Centro poblado,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5212.0,,,Rural disperso,49,36,13,0,0,0,0,0,0,0,0,0,0,15,2,0,4,2,0,13,7,0,3,2,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5212.0,,,Sin información,5,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5234.0,,05234 Dabeiba,TOTAL,102,70,32,0,2,2,0,0,0,0,0,0,0,23,2,0,9,7,0,17,13,0,16,7,0,3,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5234.0,,,Cabecera municipal,66,43,23,0,1,1,0,0,0,0,0,0,0,13,1,0,6,6,0,10,8,0,10,6,0,3,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5234.0,,,Centro poblado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5234.0,,,Rural disperso,25,17,8,0,1,0,0,0,0,0,0,0,0,10,1,0,1,1,0,4,5,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5234.0,,,Sin información,11,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,5,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5237.0,,05237 Donmatías,TOTAL,69,42,27,0,1,0,0,2,0,0,0,1,0,8,2,0,7,5,0,18,14,0,6,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5237.0,,,Cabecera municipal,41,24,17,0,1,0,0,0,0,0,0,0,0,4,2,0,4,2,0,11,10,0,4,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5237.0,,,Centro poblado,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5237.0,,,Rural disperso,25,16,9,0,0,0,0,2,0,0,0,0,0,3,0,0,2,3,0,7,4,0,2,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5237.0,,,Sin información,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5240.0,,05240 Ebéjico,TOTAL,48,28,20,0,0,0,0,0,0,0,0,0,0,5,2,0,5,1,0,10,7,0,8,9,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5240.0,,,Cabecera municipal,17,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,0,5,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5240.0,,,Centro poblado,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5240.0,,,Rural disperso,23,13,10,0,0,0,0,0,0,0,0,0,0,4,2,0,2,1,0,5,4,0,2,2,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5240.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5250.0,,05250 El Bagre,TOTAL,168,121,47,0,2,1,0,0,0,0,1,0,0,54,11,0,17,11,0,25,16,0,20,8,0,2,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5250.0,,,Cabecera municipal,95,62,33,0,2,1,0,0,0,0,0,0,0,17,7,0,8,8,0,19,11,0,15,6,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5250.0,,,Centro poblado,17,12,5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,3,2,0,2,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5250.0,,,Rural disperso,56,47,9,0,0,0,0,0,0,0,1,0,0,34,4,0,5,2,0,3,3,0,3,0,0,1,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5250.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5264.0,,05264 Entrerríos,TOTAL,33,18,15,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,0,7,9,0,4,3,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5264.0,,,Cabecera municipal,24,13,11,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,5,7,0,3,1,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5264.0,,,Centro poblado,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5264.0,,,Rural disperso,7,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5264.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5266.0,,05266 Envigado,TOTAL,1854,889,965,0,6,6,0,0,0,0,0,1,0,73,38,0,188,145,0,429,437,0,184,327,0,9,11,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5266.0,,,Cabecera municipal,1842,883,959,0,6,6,0,0,0,0,0,1,0,71,37,0,188,144,0,428,435,0,181,325,0,9,11,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5266.0,,,Centro poblado,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5266.0,,,Rural disperso,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5266.0,,,Sin información,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5282.0,,05282 Fredonia,TOTAL,124,80,44,0,0,0,0,0,0,0,0,0,0,22,1,0,13,5,0,30,20,0,15,17,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5282.0,,,Cabecera municipal,73,42,31,0,0,0,0,0,0,0,0,0,0,10,1,0,7,4,0,17,13,0,8,12,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5282.0,,,Centro poblado,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5282.0,,,Rural disperso,45,34,11,0,0,0,0,0,0,0,0,0,0,12,0,0,5,1,0,11,5,0,6,5,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5282.0,,,Sin información,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5284.0,,05284 Frontino,TOTAL,87,50,37,0,0,2,0,0,1,0,0,0,0,14,3,0,7,4,0,21,13,0,8,13,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5284.0,,,Cabecera municipal,50,24,26,0,0,1,0,0,0,0,0,0,0,3,2,0,1,2,0,12,11,0,8,9,0,0,1,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5284.0,,,Centro poblado,7,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5284.0,,,Rural disperso,28,21,7,0,0,0,0,0,1,0,0,0,0,9,1,0,5,1,0,7,2,0,0,2,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5284.0,,,Sin información,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5306.0,,05306 Giraldo,TOTAL,32,25,7,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,10,3,0,4,4,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5306.0,,,Cabecera municipal,12,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,2,3,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5306.0,,,Centro poblado,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5306.0,,,Rural disperso,17,14,3,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,5,2,0,1,1,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5306.0,,,Sin información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5308.0,,05308 Girardota,TOTAL,193,109,84,0,0,0,0,0,0,0,0,0,0,23,5,0,20,13,0,38,30,0,28,34,0,0,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
5.0,5308.0,,,Cabecera municipal,109,60,49,0,0,0,0,0,0,0,0,0,0,10,3,0,12,8,0,21,16,0,17,20,0,0,2,0,0,0,0,2022,defunciones,Cuadro3,cuadro3
